client_id	path	sentence	up_votes	down_votes	age	gender	accent
0cae0344c4bc6379e9109c5925bc9f94a5e8b17a4310586d4286609e65b5ef665cc74e04c2e330881317f8bec12a4471214b02d3dfaae58702a1e1cc7b1906e6	common_voice_ar_19216700.mp3	ألديك قلم ؟	2	1			
21202541c45dfd6be842048008acff08ca7844d0abb25ddad1cdd240df65bb6b4d3a2df7b95e355ea27d32d4a6e59891912b2cf24efb3c1bafc4b3de2484e76d	common_voice_ar_19242995.mp3	أين المشكلة ؟	2	1			
2911279ce52585bf6ccb58239e0bdb1a4607f0d5a274dfc9d053802af47d885864f80a770b58e7b364b36ac4aab17c325d99b89983fce527bffc136060e21896	common_voice_ar_19967173.mp3	إنك تتكلم كأمك.	2	0	twenties	male	
30c7fc5a331d1dcfa95175b4c686e84f742e9ef768cf707d9c6a2568f734584ea6473e799f2b60091497717c379ccf7c883b40e51d3449a9d506fab8c022bb5d	common_voice_ar_19235572.mp3	تقوم أمي بإعداد كعكة لأجل أبي.	2	1	twenties	other	
4598bf75e97e8620f95f4ce40ad7476fd975ee500d486fc64f9616fea158bac7b52eade84a24ac6246114bcad365fa4c51c44a3bd18e2decb10b625b2b2af937	common_voice_ar_19653471.mp3	لا أستطيع أن أجد أي خطأ في نظريته.	2	0	teens	male	
5af571c2292bd0e1187d7a413805b92b6c0c71ee785868dffd27d70b1c08fb720c8a35bcbf773f788354e7d0f135af8b1523c9d69dd666ea8ed9672dfd7dd3c9	common_voice_ar_19721750.mp3	هل ستسافر إلى أمريكا الشهر القادم ؟	2	0	thirties	male	
5da04449ee1a61de4a1a445db7301c576a7900fc0ba741184751ff057236b40498231ed7c3200b599b45ce59fe22f31385c1843b6aae6e22f258839f80b00cec	common_voice_ar_19745679.mp3	انها تبكي.	2	0	twenties	male	
5e97d065c6ccbd5c20d6a377e176e73d0a9a78828190163f658e7db87a1946dcfc3d5d323ad5abdeaf0ab88cb9041e713851f933c855933c9817cb49bd059450	common_voice_ar_19947205.mp3	إنك تشرب الكثير من القهوة.	2	0			
600bd4289c9cde1bc13a2f942a46eca747a79cdb48f656f0ad6aa7731c50207c66a636547e97248a9d2caefd83f02e87fc7be539bdeae4e5acdadc401ed265a0	common_voice_ar_19204574.mp3	كم الساعة ؟	2	0	twenties	male	
6cce738b08ac19ced19886cfcf7a97539062888e79b9f8e782fd29ae31f1382843745c8b7cb85c11469743314f5b871aa4dff1b8165e91b76f765f5d71f8dd26	common_voice_ar_19579952.mp3	إن التحدث بالإنجليزية أمر ممتع.	2	0	twenties	male	
77f09aa16fe8ba6433f44b34764a744dca1092483dc719f0738bfafa1eb6d6335b88bfa840112acc19e0d9d5f3ee209b793c9767cc63b312e0b3af3c9b8c912a	common_voice_ar_19706670.mp3	درجتك في الإمتحان ممتازة.	2	0	twenties	female	
9a9168caa6e494344edbd43ced06212a7c94fc3cc372136842e7d5482a23d593f32203063763d112563d181bb9b1dba96ff202fa6cec62ecd07d9e0abcad47aa	common_voice_ar_19664756.mp3	سمعت اليوم شيئاً جديداً.	2	0	twenties	male	
be9ab15082f12c965cb7907efbc5c8849a77971008c1551e4e19138eb6dec0df9ac7ce16930b62ee75a6e326d6f380453ebef1eafbe66da299e917623fb34a14	common_voice_ar_19778911.mp3	توم صديقي.	2	0			
dbac7be682724f4b174f90a9f3f9ceace7f79fb3415ea79d40256250888893253956d93fc020c45f4a90d9ab8032b1d5b1de3dac4c07848da646df591e506859	common_voice_ar_19219126.mp3	ذهبت إلى بيتي.	2	1			
dd0c3abec3d6370588728057e85ecb746a6e798a4c2d15bd3b8c2f6dc5a895d1e00fa2649ae1bf28af6fec7d70547a800969d11ca0258f969ccb78784b0618df	common_voice_ar_19220070.mp3	بيتي بعيد عن هنا.	2	0			
ef3492986a189489e0f9acae53ac907862df4e5da719803c15c72cdc5814b8a4020f7f55353b0cc6a664b5806909156b20b1112d0a941b235e98e10563117e37	common_voice_ar_19837743.mp3	الرجل الطويل خرج من البيت.	2	0	twenties	female	
